check_id,model_label,metric_name,source_value,expected_display,source_artifact,target_artifact,status,matched_line,notes
N0026,sgd_stage3,best_policy_net_pnl,-4437.492424989721,-4437.49,outputs/tables/table_final_model_selection_stage3.csv,MoTa.md,PASS,"- Tuned `sgd_stage3_RSEP-full`: gross PnL `+2,300.82`, net PnL `-4,437.49` ở fee `1 bps`.",So lieu khop source table trong tolerance.
N0027,sgd_stage3,best_policy_net_pnl,-4437.492424989721,-4437.49,outputs/tables/table_final_model_selection_stage3.csv,ThucNghiem.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0028,sgd_stage3,best_policy_net_pnl,-4437.492424989721,-4437.49,outputs/tables/table_final_model_selection_stage3.csv,audits/audit_stage3_11_icdm_evidence_hardening.md,INFO,- `C03` `PASS` - Stress grid shows cost/latency/liquidity degradation: Fee stress lam net PnL giam cho model sgd_stage3.,Metric/model duoc nhac nhung khong co so cu the de doi chieu.
N0029,sgd_stage3,best_policy_net_pnl,-4437.492424989721,-4437.49,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/result_narrative_stage3_11_vi.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0030,sgd_stage3,best_policy_net_pnl,-4437.492424989721,-4437.49,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/cross_asset_narrative_stage3_13_vi.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0031,sgd_stage3,rsep_test_net_pnl,-4437.492424989721,-4437.49,outputs/tables/table_final_model_selection_stage3.csv,MoTa.md,PASS,"- Tuned `sgd_stage3_RSEP-full`: gross PnL `+2,300.82`, net PnL `-4,437.49` ở fee `1 bps`.",So lieu khop source table trong tolerance.
N0032,sgd_stage3,rsep_test_net_pnl,-4437.492424989721,-4437.49,outputs/tables/table_final_model_selection_stage3.csv,ThucNghiem.md,PASS,"| `sgd_stage3` RSEP tuned | `+2,300.82` | `-4,437.49` | `33,713` |",So lieu khop source table trong tolerance.
N0033,sgd_stage3,rsep_test_net_pnl,-4437.492424989721,-4437.49,outputs/tables/table_final_model_selection_stage3.csv,audits/audit_stage3_11_icdm_evidence_hardening.md,INFO,- `C03` `PASS` - Stress grid shows cost/latency/liquidity degradation: Fee stress lam net PnL giam cho model sgd_stage3.,Metric/model duoc nhac nhung khong co so cu the de doi chieu.
N0034,sgd_stage3,rsep_test_net_pnl,-4437.492424989721,-4437.49,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/result_narrative_stage3_11_vi.md,INFO,"- `tcn_gpu_stage3_stride1`: main temporal fairness baseline with negative execution evidence; macro-F1=0.4688, MCC=0.2274. Macro-F1 cao nhat nhung MCC thap hon SGD/XGBoost va RSEP khong thang cost-aware.",Metric/model duoc nhac nhung khong co so cu the de doi chieu.
N0035,sgd_stage3,rsep_test_net_pnl,-4437.492424989721,-4437.49,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/cross_asset_narrative_stage3_13_vi.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0036,sgd_stage3,bootstrap_ci_low,59.67645950648641,59.68,outputs/tables/table_final_model_selection_stage3.csv,MoTa.md,INFO,Ghi chú reproducibility: Stage 3.5 đã chuẩn hóa naming theo stage/model. Stage 3.7 tiếp tục gom bảng và hình so sánh trực tiếp SGD với XGBoost dưới stress để paper assets không phụ thuộc vào model vừa chạy gần nhất.,Artifact chi nhac alias mo ho; khong ket luan mismatch.
N0037,sgd_stage3,bootstrap_ci_low,59.67645950648641,59.68,outputs/tables/table_final_model_selection_stage3.csv,ThucNghiem.md,INFO,"Insight: RSEP support không universal. SGD/XGBoost có CI dương, nhưng TCN stride-1 mixed và không support RSEP thắng cost-aware. Đây là lý do claim phải hạ giọng.",Metric/model duoc nhac nhung khong co so cu the de doi chieu.
N0038,sgd_stage3,bootstrap_ci_low,59.67645950648641,59.68,outputs/tables/table_final_model_selection_stage3.csv,audits/audit_stage3_11_icdm_evidence_hardening.md,INFO,"- `C09` `PARTIAL` - Day-level bootstrap supports the statistical reading: Bootstrap hop le; SGD/XGBoost co CI duong, TCN stride-1 mixed/khong thang cost-aware.",Artifact chi nhac alias mo ho; khong ket luan mismatch.
N0039,sgd_stage3,bootstrap_ci_low,59.67645950648641,59.68,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/result_narrative_stage3_11_vi.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0040,sgd_stage3,bootstrap_ci_low,59.67645950648641,59.68,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/cross_asset_narrative_stage3_13_vi.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0041,sgd_stage3,bootstrap_ci_high,77.22922570561714,77.23,outputs/tables/table_final_model_selection_stage3.csv,MoTa.md,INFO,Ghi chú reproducibility: Stage 3.5 đã chuẩn hóa naming theo stage/model. Stage 3.7 tiếp tục gom bảng và hình so sánh trực tiếp SGD với XGBoost dưới stress để paper assets không phụ thuộc vào model vừa chạy gần nhất.,Artifact chi nhac alias mo ho; khong ket luan mismatch.
N0042,sgd_stage3,bootstrap_ci_high,77.22922570561714,77.23,outputs/tables/table_final_model_selection_stage3.csv,ThucNghiem.md,INFO,"Insight: RSEP support không universal. SGD/XGBoost có CI dương, nhưng TCN stride-1 mixed và không support RSEP thắng cost-aware. Đây là lý do claim phải hạ giọng.",Metric/model duoc nhac nhung khong co so cu the de doi chieu.
N0043,sgd_stage3,bootstrap_ci_high,77.22922570561714,77.23,outputs/tables/table_final_model_selection_stage3.csv,audits/audit_stage3_11_icdm_evidence_hardening.md,INFO,"- `C09` `PARTIAL` - Day-level bootstrap supports the statistical reading: Bootstrap hop le; SGD/XGBoost co CI duong, TCN stride-1 mixed/khong thang cost-aware.",Artifact chi nhac alias mo ho; khong ket luan mismatch.
N0044,sgd_stage3,bootstrap_ci_high,77.22922570561714,77.23,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/result_narrative_stage3_11_vi.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0045,sgd_stage3,bootstrap_ci_high,77.22922570561714,77.23,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/cross_asset_narrative_stage3_13_vi.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0046,xgboost_gpu_stage3,accuracy,0.5676637040867222,0.5677,outputs/tables/table_final_model_selection_stage3.csv,MoTa.md,PASS,"- XGBoost accuracy `0.5677`, cao hơn SGD `0.5589`.",So lieu khop source table trong tolerance.
N0047,xgboost_gpu_stage3,accuracy,0.5676637040867222,0.5677,outputs/tables/table_final_model_selection_stage3.csv,ThucNghiem.md,INFO,"Insight: XGBoost accuracy cao hơn SGD, nhưng macro-F1/balanced accuracy thấp hơn. Điều này cho thấy metric selection rất quan trọng trong LOB forecasting.",Metric/model duoc nhac nhung khong co so cu the de doi chieu.
N0048,xgboost_gpu_stage3,accuracy,0.5676637040867222,0.5677,outputs/tables/table_final_model_selection_stage3.csv,audits/audit_stage3_11_icdm_evidence_hardening.md,PASS,"- `xgboost_gpu_stage3`: role `strong GPU tabular baseline / secondary baseline`, accuracy `0.5677`, macro-F1 `0.4562`, MCC `0.2364`, caveat: Accuracy cao hon SGD nhung macro-F1/balanced accuracy thap hon; execution chi cai thien nhe.",So lieu khop source table trong tolerance.
N0049,xgboost_gpu_stage3,accuracy,0.5676637040867222,0.5677,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/result_narrative_stage3_11_vi.md,INFO,"- `xgboost_gpu_stage3`: strong GPU tabular baseline / secondary baseline; macro-F1=0.4562, MCC=0.2364. Accuracy cao hon SGD nhung macro-F1/balanced accuracy thap hon; execution chi cai thien nhe.",Metric/model duoc nhac nhung khong co so cu the de doi chieu.
N0050,xgboost_gpu_stage3,accuracy,0.5676637040867222,0.5677,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/cross_asset_narrative_stage3_13_vi.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0051,xgboost_gpu_stage3,macro_f1,0.4562407660052441,0.4562,outputs/tables/table_final_model_selection_stage3.csv,MoTa.md,PASS,"- XGBoost macro-F1 `0.4562`, thấp hơn SGD `0.4652`.",So lieu khop source table trong tolerance.
N0052,xgboost_gpu_stage3,macro_f1,0.4562407660052441,0.4562,outputs/tables/table_final_model_selection_stage3.csv,ThucNghiem.md,INFO,"Insight: XGBoost accuracy cao hơn SGD, nhưng macro-F1/balanced accuracy thấp hơn. Điều này cho thấy metric selection rất quan trọng trong LOB forecasting.",Metric/model duoc nhac nhung khong co so cu the de doi chieu.
N0053,xgboost_gpu_stage3,macro_f1,0.4562407660052441,0.4562,outputs/tables/table_final_model_selection_stage3.csv,audits/audit_stage3_11_icdm_evidence_hardening.md,PASS,"- `xgboost_gpu_stage3`: role `strong GPU tabular baseline / secondary baseline`, accuracy `0.5677`, macro-F1 `0.4562`, MCC `0.2364`, caveat: Accuracy cao hon SGD nhung macro-F1/balanced accuracy thap hon; execution chi cai thien nhe.",So lieu khop source table trong tolerance.
N0054,xgboost_gpu_stage3,macro_f1,0.4562407660052441,0.4562,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/result_narrative_stage3_11_vi.md,PASS,"- `xgboost_gpu_stage3`: strong GPU tabular baseline / secondary baseline; macro-F1=0.4562, MCC=0.2364. Accuracy cao hon SGD nhung macro-F1/balanced accuracy thap hon; execution chi cai thien nhe.",So lieu khop source table trong tolerance.
N0055,xgboost_gpu_stage3,macro_f1,0.4562407660052441,0.4562,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/cross_asset_narrative_stage3_13_vi.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0056,xgboost_gpu_stage3,mcc,0.2363690740470592,0.2364,outputs/tables/table_final_model_selection_stage3.csv,MoTa.md,PASS,"- MCC gần như ngang: XGBoost `0.23637`, SGD `0.23633`.",So lieu khop source table trong tolerance.
N0057,xgboost_gpu_stage3,mcc,0.2363690740470592,0.2364,outputs/tables/table_final_model_selection_stage3.csv,ThucNghiem.md,INFO,"Insight: TCN có macro-F1 cao nhất nhưng MCC thấp hơn SGD/XGBoost. Khi đưa qua execution, RSEP không thắng cost-aware trên TCN stride-1. Đây là negative evidence có giá trị.",Metric/model duoc nhac nhung khong co so cu the de doi chieu.
N0058,xgboost_gpu_stage3,mcc,0.2363690740470592,0.2364,outputs/tables/table_final_model_selection_stage3.csv,audits/audit_stage3_11_icdm_evidence_hardening.md,PASS,"- `xgboost_gpu_stage3`: role `strong GPU tabular baseline / secondary baseline`, accuracy `0.5677`, macro-F1 `0.4562`, MCC `0.2364`, caveat: Accuracy cao hon SGD nhung macro-F1/balanced accuracy thap hon; execution chi cai thien nhe.",So lieu khop source table trong tolerance.
N0059,xgboost_gpu_stage3,mcc,0.2363690740470592,0.2364,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/result_narrative_stage3_11_vi.md,PASS,"- `xgboost_gpu_stage3`: strong GPU tabular baseline / secondary baseline; macro-F1=0.4562, MCC=0.2364. Accuracy cao hon SGD nhung macro-F1/balanced accuracy thap hon; execution chi cai thien nhe.",So lieu khop source table trong tolerance.
N0060,xgboost_gpu_stage3,mcc,0.2363690740470592,0.2364,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/cross_asset_narrative_stage3_13_vi.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0061,xgboost_gpu_stage3,balanced_accuracy,0.4554957887412827,0.4555,outputs/tables/table_final_model_selection_stage3.csv,MoTa.md,INFO,"Diễn giải hiện tại: Stage 3 củng cố rất mạnh narrative của paper. Forecasting có tín hiệu và taxonomy ổn định hơn, nhưng edge execution rất mỏng và dễ bị cost phá. XGBoost là strong tabular baseline phụ: accuracy cao hơn và execution RSEP n",Metric/model duoc nhac nhung khong co so cu the de doi chieu.
N0062,xgboost_gpu_stage3,balanced_accuracy,0.4554957887412827,0.4555,outputs/tables/table_final_model_selection_stage3.csv,ThucNghiem.md,INFO,"Insight: XGBoost accuracy cao hơn SGD, nhưng macro-F1/balanced accuracy thấp hơn. Điều này cho thấy metric selection rất quan trọng trong LOB forecasting.",Metric/model duoc nhac nhung khong co so cu the de doi chieu.
N0063,xgboost_gpu_stage3,balanced_accuracy,0.4554957887412827,0.4555,outputs/tables/table_final_model_selection_stage3.csv,audits/audit_stage3_11_icdm_evidence_hardening.md,INFO,"- `xgboost_gpu_stage3`: role `strong GPU tabular baseline / secondary baseline`, accuracy `0.5677`, macro-F1 `0.4562`, MCC `0.2364`, caveat: Accuracy cao hon SGD nhung macro-F1/balanced accuracy thap hon; execution chi cai thien nhe.",Metric/model duoc nhac nhung khong co so cu the de doi chieu.
N0064,xgboost_gpu_stage3,balanced_accuracy,0.4554957887412827,0.4555,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/result_narrative_stage3_11_vi.md,INFO,"- `xgboost_gpu_stage3`: strong GPU tabular baseline / secondary baseline; macro-F1=0.4562, MCC=0.2364. Accuracy cao hon SGD nhung macro-F1/balanced accuracy thap hon; execution chi cai thien nhe.",Metric/model duoc nhac nhung khong co so cu the de doi chieu.
N0065,xgboost_gpu_stage3,balanced_accuracy,0.4554957887412827,0.4555,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/cross_asset_narrative_stage3_13_vi.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0066,xgboost_gpu_stage3,test_rows,33550262.0,33550262,outputs/tables/table_final_model_selection_stage3.csv,MoTa.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0067,xgboost_gpu_stage3,test_rows,33550262.0,33550262,outputs/tables/table_final_model_selection_stage3.csv,ThucNghiem.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0068,xgboost_gpu_stage3,test_rows,33550262.0,33550262,outputs/tables/table_final_model_selection_stage3.csv,audits/audit_stage3_11_icdm_evidence_hardening.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0069,xgboost_gpu_stage3,test_rows,33550262.0,33550262,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/result_narrative_stage3_11_vi.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0070,xgboost_gpu_stage3,test_rows,33550262.0,33550262,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/cross_asset_narrative_stage3_13_vi.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0071,xgboost_gpu_stage3,best_policy_net_pnl,-4303.192190442313,-4303.19,outputs/tables/table_final_model_selection_stage3.csv,MoTa.md,PASS,"- Tuned `xgboost_gpu_stage3_RSEP-full`: gross PnL `+2,953.00`, net PnL `-4,303.19` ở fee `1 bps`.",So lieu khop source table trong tolerance.
N0072,xgboost_gpu_stage3,best_policy_net_pnl,-4303.192190442313,-4303.19,outputs/tables/table_final_model_selection_stage3.csv,ThucNghiem.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0073,xgboost_gpu_stage3,best_policy_net_pnl,-4303.192190442313,-4303.19,outputs/tables/table_final_model_selection_stage3.csv,audits/audit_stage3_11_icdm_evidence_hardening.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0074,xgboost_gpu_stage3,best_policy_net_pnl,-4303.192190442313,-4303.19,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/result_narrative_stage3_11_vi.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0075,xgboost_gpu_stage3,best_policy_net_pnl,-4303.192190442313,-4303.19,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/cross_asset_narrative_stage3_13_vi.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0076,xgboost_gpu_stage3,rsep_test_net_pnl,-4303.192190442313,-4303.19,outputs/tables/table_final_model_selection_stage3.csv,MoTa.md,PASS,"- Tuned `xgboost_gpu_stage3_RSEP-full`: gross PnL `+2,953.00`, net PnL `-4,303.19` ở fee `1 bps`.",So lieu khop source table trong tolerance.
N0077,xgboost_gpu_stage3,rsep_test_net_pnl,-4303.192190442313,-4303.19,outputs/tables/table_final_model_selection_stage3.csv,ThucNghiem.md,PASS,"| `xgboost_gpu_stage3` RSEP tuned | `+2,953.00` | `-4,303.19` | `36,360` |",So lieu khop source table trong tolerance.
N0078,xgboost_gpu_stage3,rsep_test_net_pnl,-4303.192190442313,-4303.19,outputs/tables/table_final_model_selection_stage3.csv,audits/audit_stage3_11_icdm_evidence_hardening.md,INFO,"- `tcn_gpu_stage3_stride1`: role `main temporal fairness baseline with negative execution evidence`, accuracy `0.5281`, macro-F1 `0.4688`, MCC `0.2274`, caveat: Macro-F1 cao nhat nhung MCC thap hon SGD/XGBoost va RSEP khong thang cost-aware",Metric/model duoc nhac nhung khong co so cu the de doi chieu.
N0079,xgboost_gpu_stage3,rsep_test_net_pnl,-4303.192190442313,-4303.19,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/result_narrative_stage3_11_vi.md,INFO,"- `tcn_gpu_stage3_stride1`: main temporal fairness baseline with negative execution evidence; macro-F1=0.4688, MCC=0.2274. Macro-F1 cao nhat nhung MCC thap hon SGD/XGBoost va RSEP khong thang cost-aware.",Metric/model duoc nhac nhung khong co so cu the de doi chieu.
N0080,xgboost_gpu_stage3,rsep_test_net_pnl,-4303.192190442313,-4303.19,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/cross_asset_narrative_stage3_13_vi.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0081,xgboost_gpu_stage3,bootstrap_ci_low,1.0723368611951716,1.07,outputs/tables/table_final_model_selection_stage3.csv,MoTa.md,INFO,Ghi chú reproducibility: Stage 3.5 đã chuẩn hóa naming theo stage/model. Stage 3.7 tiếp tục gom bảng và hình so sánh trực tiếp SGD với XGBoost dưới stress để paper assets không phụ thuộc vào model vừa chạy gần nhất.,Artifact chi nhac alias mo ho; khong ket luan mismatch.
N0082,xgboost_gpu_stage3,bootstrap_ci_low,1.0723368611951716,1.07,outputs/tables/table_final_model_selection_stage3.csv,ThucNghiem.md,INFO,"Insight: RSEP support không universal. SGD/XGBoost có CI dương, nhưng TCN stride-1 mixed và không support RSEP thắng cost-aware. Đây là lý do claim phải hạ giọng.",Metric/model duoc nhac nhung khong co so cu the de doi chieu.
N0083,xgboost_gpu_stage3,bootstrap_ci_low,1.0723368611951716,1.07,outputs/tables/table_final_model_selection_stage3.csv,audits/audit_stage3_11_icdm_evidence_hardening.md,INFO,"- `C09` `PARTIAL` - Day-level bootstrap supports the statistical reading: Bootstrap hop le; SGD/XGBoost co CI duong, TCN stride-1 mixed/khong thang cost-aware.",Artifact chi nhac alias mo ho; khong ket luan mismatch.
N0084,xgboost_gpu_stage3,bootstrap_ci_low,1.0723368611951716,1.07,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/result_narrative_stage3_11_vi.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0085,xgboost_gpu_stage3,bootstrap_ci_low,1.0723368611951716,1.07,outputs/tables/table_final_model_selection_stage3.csv,outputs/paper_assets/cross_asset_narrative_stage3_13_vi.md,INFO,,Metric khong duoc nhac trong artifact nay.
N0086,xgboost_gpu_stage3,bootstrap_ci_high,4.927118205265525,4.93,outputs/tables/table_final_model_selection_stage3.csv,MoTa.md,INFO,Ghi chú reproducibility: Stage 3.5 đã chuẩn hóa naming theo stage/model. Stage 3.7 tiếp tục gom bảng và hình so sánh trực tiếp SGD với XGBoost dưới stress để paper assets không phụ thuộc vào model vừa chạy gần nhất.,Artifact chi nhac alias mo ho; khong ket luan mismatch.
N0087,xgboost_gpu_stage3,bootstrap_ci_high,4.927118205265525,4.93,outputs/tables/table_final_model_selection_stage3.csv,ThucNghiem.md,INFO,"Insight: RSEP support không universal. SGD/XGBoost có CI dương, nhưng TCN stride-1 mixed và không support RSEP thắng cost-aware. Đây là lý do claim phải hạ giọng.",Metric/model duoc nhac nhung khong co so cu the de doi chieu.
N0088,xgboost_gpu_stage3,bootstrap_ci_high,4.927118205265525,4.93,outputs/tables/table_final_model_selection_stage3.csv,audits/audit_stage3_11_icdm_evidence_hardening.md,INFO,"- `C09` `PARTIAL` - Day-level bootstrap supports the statistical reading: Bootstrap hop le; SGD/XGBoost co CI duong, TCN stride-1 mixed/khong thang cost-aware.",Artifact chi nhac alias mo ho; khong ket luan mismatch.
