scope,asset_or_direction,model,model_family,feature_version,label_version,prediction_artifact,threshold_grid,rsep_grid,validation_metric,selected_policy,selected_thresholds,validation_result,test_result,selection_source,test_used_for_selection,selection_audit_status,notes
btc_within_asset_stage3,BTC-USDT,xgboost_gpu_stage3,xgboost_gpu_tabular,lob_features_stage3_v1,cost_aware_h50_fee1bps_kappa0.5,data/predictions/predictions_stage3_xgboost_gpu.parquet,"[0.0, 1.237731e-05, 1.515148e-05, 1.8195294e-05, 2.1737542e-05, 2.6689798e-05, 3.080195e-05, 3.4403452e-05, 3.8545637e-05]",not_applicable,max_net_pnl_with_min_trades_and_min_trade_days,cost_aware_threshold,"{""cost_aware_threshold"": 3.8545637e-05}","{""n_trade_days"": 57, ""n_trades"": 4323, ""net_pnl"": -494.44445911771646, ""split"": ""valid"", ""tuning_split"": """"}","{""gross_pnl"": 3078.888722170048, ""n_trades"": 37945, ""net_pnl"": -4494.391918998827, ""net_pnl_per_trade"": -0.1184449049676855}",valid,False,PASS_VALIDATION_ONLY,source_artifact=outputs/tables/table_policy_tuning_stage3.csv; threshold selected by validation net PnL under min-trades/min-days constraints
btc_within_asset_stage3,BTC-USDT,xgboost_gpu_stage3,xgboost_gpu_tabular,lob_features_stage3_v1,cost_aware_h50_fee1bps_kappa0.5,data/predictions/predictions_stage3_xgboost_gpu.parquet,"[0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95]",not_applicable,max_net_pnl_with_min_trades_and_min_trade_days,naive_threshold,"{""naive_threshold"": 0.5}","{""n_trade_days"": 58, ""n_trades"": 81460, ""net_pnl"": -12086.19116887178, ""split"": ""valid"", ""tuning_split"": """"}","{""gross_pnl"": 60722.27318240999, ""n_trades"": 880927, ""net_pnl"": -115238.25573462412, ""net_pnl_per_trade"": -0.1308147618754154}",valid,False,PASS_VALIDATION_ONLY,source_artifact=outputs/tables/table_policy_tuning_stage3.csv; threshold selected by validation net PnL under min-trades/min-days constraints
eth_within_asset_stage3,ETH-USDT,sgd_eth_stage3,streaming_sgd_tabular,lob_features_stage3_v1,cost_aware_h50_fee1bps_kappa0.5,data/predictions/predictions_eth_stage3_sgd.parquet,"[0.0, 6.255914e-06, 8.079993e-06, 1.0441989e-05, 1.3724005e-05, 1.9107056e-05, 2.3792219e-05, 2.8378641e-05, 3.6941686e-05]","configs/rsep_grid.yaml; lambda singleton grid, theta quantile grid",max_net_pnl_with_min_trades_and_min_trade_days,RSEP-full,"{""RSEP-full"": 2.3792219e-05}","{""n_trade_days"": 57, ""n_trades"": 3498, ""net_pnl"": -586.0946710934563, ""split"": ""valid"", ""tuning_split"": """"}","{""gross_pnl"": 1753.0854656295908, ""n_trades"": 30216, ""net_pnl"": -4288.766012688524, ""net_pnl_per_trade"": -0.1419369212565701}",valid,False,PASS_VALIDATION_ONLY,source_artifact=outputs/tables/table_policy_tuning_stage3_eth_usdt.csv; threshold selected by validation net PnL under min-trades/min-days constraints
eth_within_asset_stage3,ETH-USDT,sgd_eth_stage3,streaming_sgd_tabular,lob_features_stage3_v1,cost_aware_h50_fee1bps_kappa0.5,data/predictions/predictions_eth_stage3_sgd.parquet,"[0.0, 9.530336e-06, 1.2231107e-05, 1.5489771e-05, 1.9729067e-05, 2.628791e-05, 3.2251621e-05, 3.8058944e-05, 4.6384324e-05]",not_applicable,max_net_pnl_with_min_trades_and_min_trade_days,cost_aware_threshold,"{""cost_aware_threshold"": 4.6384324e-05}","{""n_trade_days"": 57, ""n_trades"": 4546, ""net_pnl"": -792.9215099305984, ""split"": ""valid"", ""tuning_split"": """"}","{""gross_pnl"": 1907.664723440727, ""n_trades"": 39299, ""net_pnl"": -5950.421820099347, ""net_pnl_per_trade"": -0.1514140772055102}",valid,False,PASS_VALIDATION_ONLY,source_artifact=outputs/tables/table_policy_tuning_stage3_eth_usdt.csv; threshold selected by validation net PnL under min-trades/min-days constraints
eth_within_asset_stage3,ETH-USDT,sgd_eth_stage3,streaming_sgd_tabular,lob_features_stage3_v1,cost_aware_h50_fee1bps_kappa0.5,data/predictions/predictions_eth_stage3_sgd.parquet,"[0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95]",not_applicable,max_net_pnl_with_min_trades_and_min_trade_days,naive_threshold,"{""naive_threshold"": 0.6}","{""n_trade_days"": 55, ""n_trades"": 10719, ""net_pnl"": -2160.9731005743392, ""split"": ""valid"", ""tuning_split"": """"}","{""gross_pnl"": 3879.5981036548856, ""n_trades"": 163049, ""net_pnl"": -28715.99908290644, ""net_pnl_per_trade"": -0.1761188298174563}",valid,False,PASS_VALIDATION_ONLY,source_artifact=outputs/tables/table_policy_tuning_stage3_eth_usdt.csv; threshold selected by validation net PnL under min-trades/min-days constraints
asset_heldout_stage3,btc_to_eth,asset_btc_to_eth_sgd,asset_heldout_streaming_sgd,lob_features_stage3_v1,cost_aware_h50_fee1bps_kappa0.5,data/predictions/predictions_asset_btc_to_eth_sgd.parquet,"[0.0, 2.4625701e-05, 3.1899891e-05, 4.0931284e-05, 5.3034836e-05, 7.1312941e-05, 8.6183453e-05, 9.8641055e-05, 0.000111023276]","configs/rsep_grid.yaml; lambda singleton grid, theta quantile grid",max_net_pnl_with_min_trades_and_min_trade_days,RSEP-full,"{""RSEP-full"": 9.8641055e-05}","{""n_trade_days"": 58, ""n_trades"": 5868, ""net_pnl"": -717.5373259006718, ""split"": ""valid"", ""tuning_split"": ""source_valid""}","{""gross_pnl"": 25679.516481696, ""n_trades"": 500819, ""net_pnl"": -74466.37902548636, ""net_pnl_per_trade"": -0.1486892051329649}",source_valid,False,PASS_VALIDATION_ONLY,source_artifact=outputs/tables/table_asset_heldout_policy_tuning_stage3.csv; threshold selected by validation net PnL under min-trades/min-days constraints; asset-held-out target test not used for threshold selection
asset_heldout_stage3,btc_to_eth,asset_btc_to_eth_sgd,asset_heldout_streaming_sgd,lob_features_stage3_v1,cost_aware_h50_fee1bps_kappa0.5,data/predictions/predictions_asset_btc_to_eth_sgd.parquet,"[0.0, 3.3889986e-05, 4.3093848e-05, 5.3972487e-05, 6.7484701e-05, 8.6582886e-05, 0.000101907941, 0.00011430289, 0.000127427957]",not_applicable,max_net_pnl_with_min_trades_and_min_trade_days,cost_aware_threshold,"{""cost_aware_threshold"": 0.000127427957}","{""n_trade_days"": 58, ""n_trades"": 12383, ""net_pnl"": -1942.149436346653, ""split"": ""valid"", ""tuning_split"": ""source_valid""}","{""gross_pnl"": 89326.51922929977, ""n_trades"": 1887016, ""net_pnl"": -287991.4445409546, ""net_pnl_per_trade"": -0.1526173834991089}",source_valid,False,PASS_VALIDATION_ONLY,source_artifact=outputs/tables/table_asset_heldout_policy_tuning_stage3.csv; threshold selected by validation net PnL under min-trades/min-days constraints; asset-held-out target test not used for threshold selection
asset_heldout_stage3,btc_to_eth,asset_btc_to_eth_sgd,asset_heldout_streaming_sgd,lob_features_stage3_v1,cost_aware_h50_fee1bps_kappa0.5,data/predictions/predictions_asset_btc_to_eth_sgd.parquet,"[0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95]",not_applicable,max_net_pnl_with_min_trades_and_min_trade_days,naive_threshold,"{""naive_threshold"": 0.8}","{""n_trade_days"": 58, ""n_trades"": 5024, ""net_pnl"": -950.3390296650856, ""split"": ""valid"", ""tuning_split"": ""source_valid""}","{""gross_pnl"": 66691.3322850587, ""n_trades"": 1498862, ""net_pnl"": -233008.44901648868, ""net_pnl_per_trade"": -0.1554569059836654}",source_valid,False,PASS_VALIDATION_ONLY,source_artifact=outputs/tables/table_asset_heldout_policy_tuning_stage3.csv; threshold selected by validation net PnL under min-trades/min-days constraints; asset-held-out target test not used for threshold selection
asset_heldout_stage3,eth_to_btc,asset_eth_to_btc_sgd,asset_heldout_streaming_sgd,lob_features_stage3_v1,cost_aware_h50_fee1bps_kappa0.5,data/predictions/predictions_asset_eth_to_btc_sgd.parquet,"[0.0, 6.255914e-06, 8.079993e-06, 1.0441989e-05, 1.3724005e-05, 1.9107056e-05, 2.3792219e-05, 2.8378641e-05, 3.6941686e-05]","configs/rsep_grid.yaml; lambda singleton grid, theta quantile grid",max_net_pnl_with_min_trades_and_min_trade_days,RSEP-full,"{""RSEP-full"": 2.3792219e-05}","{""n_trade_days"": 57, ""n_trades"": 3498, ""net_pnl"": -586.0946710934563, ""split"": ""valid"", ""tuning_split"": ""source_valid""}","{""gross_pnl"": 677.2175736084232, ""n_trades"": 9129, ""net_pnl"": -1144.7525620551248, ""net_pnl_per_trade"": -0.1253973668589248}",source_valid,False,PASS_VALIDATION_ONLY,source_artifact=outputs/tables/table_asset_heldout_policy_tuning_stage3.csv; threshold selected by validation net PnL under min-trades/min-days constraints; asset-held-out target test not used for threshold selection
asset_heldout_stage3,eth_to_btc,asset_eth_to_btc_sgd,asset_heldout_streaming_sgd,lob_features_stage3_v1,cost_aware_h50_fee1bps_kappa0.5,data/predictions/predictions_asset_eth_to_btc_sgd.parquet,"[0.0, 9.530336e-06, 1.2231107e-05, 1.5489771e-05, 1.9729067e-05, 2.628791e-05, 3.2251621e-05, 3.8058944e-05, 4.6384324e-05]",not_applicable,max_net_pnl_with_min_trades_and_min_trade_days,cost_aware_threshold,"{""cost_aware_threshold"": 4.6384324e-05}","{""n_trade_days"": 57, ""n_trades"": 4546, ""net_pnl"": -792.9215099305984, ""split"": ""valid"", ""tuning_split"": ""source_valid""}","{""gross_pnl"": 1708.3265989630454, ""n_trades"": 27052, ""net_pnl"": -3697.463873338304, ""net_pnl_per_trade"": -0.1366798711126091}",source_valid,False,PASS_VALIDATION_ONLY,source_artifact=outputs/tables/table_asset_heldout_policy_tuning_stage3.csv; threshold selected by validation net PnL under min-trades/min-days constraints; asset-held-out target test not used for threshold selection
asset_heldout_stage3,eth_to_btc,asset_eth_to_btc_sgd,asset_heldout_streaming_sgd,lob_features_stage3_v1,cost_aware_h50_fee1bps_kappa0.5,data/predictions/predictions_asset_eth_to_btc_sgd.parquet,"[0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95]",not_applicable,max_net_pnl_with_min_trades_and_min_trade_days,naive_threshold,"{""naive_threshold"": 0.6}","{""n_trade_days"": 55, ""n_trades"": 10719, ""net_pnl"": -2160.9731005743392, ""split"": ""valid"", ""tuning_split"": ""source_valid""}","{""gross_pnl"": 1223.4287271921153, ""n_trades"": 47235, ""net_pnl"": -8215.681715174625, ""net_pnl_per_trade"": -0.1739320782295887}",source_valid,False,PASS_VALIDATION_ONLY,source_artifact=outputs/tables/table_asset_heldout_policy_tuning_stage3.csv; threshold selected by validation net PnL under min-trades/min-days constraints; asset-held-out target test not used for threshold selection
btc_full_year_model_reporting,BTC-USDT,sgd_stage3,streaming_sgd_tabular,lob_features_stage3_v1,cost_aware_h50_fee1bps_kappa0.5,data/predictions/predictions.parquet,see policy tuning ledger when execution-tuned,"configs/rsep_grid.yaml; lambda singleton grid, theta quantile grid",forecasting metrics reported; policy selection uses validation table if present,RSEP-full,{},"{""best_validation_n_trades"": 5868, ""best_validation_net_pnl"": -717.5373259006718, ""best_validation_policy"": ""RSEP-full""}","{""accuracy"": 0.5589236233088135, ""balanced_accuracy"": 0.4637370420120062, ""best_policy_net_pnl"": -4437.492424989721, ""best_policy_reported_on_test"": ""RSEP-full"", ""macro_f1"": 0.4651938936393822, ""mcc"": 0.2363343627718826, ""rsep_vs_cost_aware_ci_high"": 77.22922570561714, ""rsep_vs_cost_aware_ci_low"": 59.67645950648641, ""test_rows"": 33550262}",valid,False,PASS_VALIDATION_ONLY,"source_artifact=outputs/tables/table_model_comparison_stage3.csv; forecast/model rows are reported as evidence, not selected by test profitability"
btc_full_year_model_reporting,BTC-USDT,xgboost_gpu_stage3,xgboost_gpu_tabular,lob_features_stage3_v1,cost_aware_h50_fee1bps_kappa0.5,data/predictions/predictions_stage3_xgboost_gpu.parquet,see policy tuning ledger when execution-tuned,"configs/rsep_grid.yaml; lambda singleton grid, theta quantile grid",forecasting metrics reported; policy selection uses validation table if present,RSEP-full,{},"{""best_validation_n_trades"": 4050, ""best_validation_net_pnl"": -492.4482467691277, ""best_validation_policy"": ""RSEP-full""}","{""accuracy"": 0.5676637040867222, ""balanced_accuracy"": 0.4554957887412827, ""best_policy_net_pnl"": -4303.192190442313, ""best_policy_reported_on_test"": ""RSEP-full"", ""macro_f1"": 0.4562407660052441, ""mcc"": 0.2363690740470592, ""rsep_vs_cost_aware_ci_high"": 4.927118205265525, ""rsep_vs_cost_aware_ci_low"": 1.0723368611951716, ""test_rows"": 33550262}",valid,False,PASS_VALIDATION_ONLY,"source_artifact=outputs/tables/table_model_comparison_stage3.csv; forecast/model rows are reported as evidence, not selected by test profitability"
btc_full_year_model_reporting,BTC-USDT,tcn_gpu_stage3,temporal_tcn,lob_features_stage3_v1,cost_aware_h50_fee1bps_kappa0.5,data/predictions/predictions_stage3_tcn_gpu_execution_ready.parquet,see policy tuning ledger when execution-tuned,"configs/rsep_grid.yaml; lambda singleton grid, theta quantile grid",forecasting metrics reported; policy selection uses validation table if present,RSEP-full,{},"{""best_validation_n_trades"": 1716, ""best_validation_net_pnl"": -244.41208573487813, ""best_validation_policy"": ""RSEP-full""}","{""accuracy"": 0.5281819498872293, ""balanced_accuracy"": 0.469199602192841, ""best_policy_net_pnl"": -128.4293425721194, ""best_policy_reported_on_test"": ""RSEP-full"", ""macro_f1"": 0.4688776156382125, ""mcc"": 0.2274774057999311, ""rsep_vs_cost_aware_ci_high"": 3.5549921488370075, ""rsep_vs_cost_aware_ci_low"": 0.022912905987358, ""test_rows"": 3354594}",valid,False,PASS_VALIDATION_ONLY,"source_artifact=outputs/tables/table_model_comparison_stage3.csv; forecast/model rows are reported as evidence, not selected by test profitability"
btc_full_year_model_reporting,BTC-USDT,tcn_gpu_stage3_stride1,temporal_tcn,lob_features_stage3_v1,cost_aware_h50_fee1bps_kappa0.5,data/predictions/predictions_stage3_tcn_gpu_stride1_execution_ready.parquet,see policy tuning ledger when execution-tuned,"configs/rsep_grid.yaml; lambda singleton grid, theta quantile grid",forecasting metrics reported; policy selection uses validation table if present,RSEP-full,{},"{""best_validation_n_trades"": 2982, ""best_validation_net_pnl"": -389.6664334571571, ""best_validation_policy"": ""RSEP-full""}","{""accuracy"": 0.5281071238532205, ""balanced_accuracy"": 0.4690906852368227, ""best_policy_net_pnl"": -787.9979672806533, ""best_policy_reported_on_test"": ""cost_aware_threshold"", ""macro_f1"": 0.4687752351367104, ""mcc"": 0.2273893800677564, ""rsep_vs_cost_aware_ci_high"": 4.449435357469534, ""rsep_vs_cost_aware_ci_low"": -4.460466065997088, ""test_rows"": 33543827}",valid,False,PASS_VALIDATION_ONLY,"source_artifact=outputs/tables/table_model_comparison_stage3.csv; forecast/model rows are reported as evidence, not selected by test profitability; validation-selected policy differs from test-best diagnostic policy"
eth_full_year_model_reporting,ETH-USDT,sgd_eth_stage3,streaming_sgd_tabular,lob_features_stage3_v1,cost_aware_h50_fee1bps_kappa0.5,data/predictions/predictions_eth_stage3_sgd.parquet,see policy tuning ledger when execution-tuned,"configs/rsep_grid.yaml; lambda singleton grid, theta quantile grid",forecasting metrics reported; policy selection uses validation table if present,RSEP-full,{},"{""best_validation_n_trades"": 3498, ""best_validation_net_pnl"": -586.0946710934563, ""best_validation_policy"": ""RSEP-full""}","{""accuracy"": 0.4361108368887195, ""balanced_accuracy"": 0.4320505078052061, ""best_policy_net_pnl"": -4288.766012688524, ""best_policy_reported_on_test"": ""RSEP-full"", ""macro_f1"": 0.4311525317675745, ""mcc"": 0.1497204247140906, ""rsep_vs_cost_aware_ci_high"": 43.242508457005066, ""rsep_vs_cost_aware_ci_low"": 16.48123921685924, ""test_rows"": 22882887}",valid,False,PASS_VALIDATION_ONLY,"source_artifact=outputs/tables/table_model_comparison_stage3_eth_usdt.csv; forecast/model rows are reported as evidence, not selected by test profitability"
temporal_or_deep_pilot,BTC-USDT pilot sample,deeplob_faithful_lite_stage3_pilot,deeplob_cnn_lstm,temporal_window_100x40_train_only_scaler,cost_aware_h50_fee1bps_kappa0.5,data/predictions/predictions_stage3_deeplob_faithful_lite_pilot.parquet,not_run_for_execution,not_applicable,pilot/smoke forecasting only,not_selected_for_execution,{},"{""evaluation_scope"": ""temporal_pilot_sample""}","{""accuracy"": 0.519808, ""balanced_accuracy"": 0.4420893009972202, ""macro_f1"": 0.4336985742115964, ""mcc"": 0.1605575771462028, ""n_rows"": 500000}",pilot_not_model_selection,False,PASS_NOT_SELECTED,source_artifact=outputs/tables/table_forecasting_overall_stage3_deeplob_faithful_lite_stage3_pilot.csv; pilot retained as supporting/negative evidence
temporal_or_deep_pilot,BTC-USDT pilot sample,deeplob_stage3_pilot,deeplob_cnn_lstm,temporal_window_100x40_train_only_scaler,cost_aware_h50_fee1bps_kappa0.5,data/predictions/predictions_stage3_deeplob_pilot.parquet,not_run_for_execution,not_applicable,pilot/smoke forecasting only,not_selected_for_execution,{},"{""evaluation_scope"": ""temporal_pilot_sample""}","{""accuracy"": 0.5791, ""balanced_accuracy"": 0.3333333333333333, ""macro_f1"": 0.2444852553142085, ""mcc"": 0.0, ""n_rows"": 10000}",pilot_not_model_selection,False,PASS_NOT_SELECTED,source_artifact=outputs/tables/table_forecasting_overall_stage3_deeplob_stage3_pilot.csv; pilot retained as supporting/negative evidence
temporal_or_deep_pilot,BTC-USDT pilot sample,lob_transformer_stage3_pilot,lob_transformer_lite,temporal_window_100x40_train_only_scaler,cost_aware_h50_fee1bps_kappa0.5,data/predictions/predictions_stage3_lob_transformer_pilot.parquet,not_run_for_execution,not_applicable,pilot/smoke forecasting only,not_selected_for_execution,{},"{""evaluation_scope"": ""temporal_pilot_sample""}","{""accuracy"": 0.5788, ""balanced_accuracy"": 0.333160651585794, ""macro_f1"": 0.244405033358669, ""mcc"": -0.0102403364751524, ""n_rows"": 10000}",pilot_not_model_selection,False,PASS_NOT_SELECTED,source_artifact=outputs/tables/table_forecasting_overall_stage3_lob_transformer_stage3_pilot.csv; pilot retained as supporting/negative evidence
